Project  Name,Floor,product_id,Status ,Bedrooms,Bathrooms,View Orientation,Size per m sqaured,Initial Price (posted) in UF Chileno,Initial Price per m squared,Sold Price in UF Chileno,Sold Price per m squared,Region,Date
MIRADOR DE LA RECOLETA,24,1206,Sold,3,2,SE,155,8128,52.44,8128,52.44,Santiago,7/11/2022
MIRADOR DE LA RECOLETA,24,2401,Sold,3,2,NW,78,3598,46.13,3598,46.13,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,24,2402,Sold,2,2,N,60,2745,45.75,2745,45.75,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,24,2403,Sold,1,1,N,40,2020,50.5,2020,50.5,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,24,2404,Sold,2,2,N,60,3040,50.67,3040,50.67,Santiago,6/17/2022
MIRADOR DE LA RECOLETA,24,2405,Sold,3,2,NE,78,3975,50.96,3975,50.96,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,24,2406,Sold,3,2,SE,78,3735,47.88,3735,47.88,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,24,2407,Sold,2,2,S,49,2518,51.39,2518,51.39,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,24,2408,Sold,2,2,S,59,2333,39.54,2333,39.54,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,24,2409,Sold,3,2,SW,78,3556,45.59,3556,45.59,Santiago,1/15/2019
VISTA PACIFICO,24,2401,Available,4,4,N,133,9086,68.32,,,Norte,
VISTA PACIFICO,24,2402,Available,4,3,NW,147,11375,77.38,,,Norte,
VISTA PACIFICO,24,2403,Available,4,3,SW,147,10728,72.98,,,Norte,
VISTA PACIFICO,24,2404,Available,4,4,S,133,8628,64.87,,,Norte,
VISTA PACIFICO,24,2405,Available,4,4,SE,146,10311,70.62,,,Norte,
VISTA PACIFICO,24,2406,Available,4,4,NE,146,9948,68.14,,,Norte,
ARQ. SAN MIGUEL,23,2301,Sold,3,2,NW,87,3426,39.38,3426,39.38,Santiago,2/27/2019
ARQ. SAN MIGUEL,23,2302,Sold,3,2,NE,87,3643,41.87,3643,41.87,Santiago,2/27/2019
ARQ. SAN MIGUEL,23,2303,Sold,2,2,E,73,2808,38.47,2808,38.47,Santiago,2/27/2019
ARQ. SAN MIGUEL,23,2304,Sold,3,2,SE,87,4001,45.99,4001,45.99,Santiago,2/27/2019
ARQ. SAN MIGUEL,23,2305,Sold,3,2,SW,87,3850,44.25,3850,44.25,Santiago,2/27/2019
ARQ. SAN MIGUEL,23,2306,Sold,2,2,W,73,2803,38.4,2803,38.4,Santiago,2/27/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,23,2301,Available,4,3,SE,99,6804,68.73,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,23,2302,Available,2,2,SW,60,4554,75.9,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,23,2303,Available,4,3,NW,105,7630,72.67,7630,72.67,Santiago,9/6/2022 15:52
CONDOMINIO GRAN PACIFICIO TORRE 4,23,2304,Available,4,3,NE,99,7630,77.07,,,Santiago,
CONDOMINIO GRAN PACÍFICO TORRE 2,23,2301,Available,3,2,SW,92,5212,56.65,5212,56.65,Norte,10/17/2022 16:37
CONDOMINIO GRAN PACÍFICO TORRE 2,23,2302,Sold,3,2,NW,92,4545,49.4,4545,49.4,Norte,1/18/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,23,2303,Available,3,2,NE,90,4934,54.82,4934,54.82,Norte,10/24/2022 16:26
CONDOMINIO GRAN PACÍFICO TORRE 2,23,2304,Sold,3,2,SE,90,4425,49.17,4425,49.17,Norte,1/18/2019
CONDOMINIO GRAN PACÍFICO TORRE 3,23,2301,Sold,3,2,SW,88,5051,57.4,5051,57.4,Norte,2/22/2021
CONDOMINIO GRAN PACÍFICO TORRE 3,23,2302,Sold,3,2,NW,88,5052,57.41,5052,57.41,Norte,7/5/2021
CONDOMINIO GRAN PACÍFICO TORRE 3,23,2303,Available,3,2,NE,87,5941,68.29,5941,68.29,Norte,10/21/2022 15:42
CONDOMINIO GRAN PACÍFICO TORRE 3,23,2304,Available,3,2,SE,87,5941,68.29,5941,68.29,Norte,10/21/2022 15:39
COSTANERA HUAYQUIQUE ETAPA II,23,2301,Available,3,2,NENW,99,6196,62.59,6196,62.59,Norte,10/26/2022 17:31
COSTANERA HUAYQUIQUE ETAPA II,23,2302,Available,3,2,W,91,5815,63.9,5815,63.9,Norte,10/26/2022 17:31
COSTANERA HUAYQUIQUE ETAPA II,23,2303,Available,3,2,W,91,5620,61.76,5620,61.76,Norte,10/30/2022 12:46
COSTANERA HUAYQUIQUE ETAPA II,23,2304,Sold,4,3,SESW,115,6081,52.88,6081,52.88,Norte,9/5/2022
COSTANERA HUAYQUIQUE ETAPA II,23,2305,Available,1,1,E,42,2981,70.98,2981,70.98,Norte,9/27/2022 12:43
COSTANERA HUAYQUIQUE I,23,2301,Sold,3,2,NW,98,4700,47.96,4700,47.96,Norte,1/30/2019
COSTANERA HUAYQUIQUE I,23,2302,Sold,2,2,W,80,3800,47.5,3800,47.5,Norte,1/30/2019
COSTANERA HUAYQUIQUE I,23,2303,Sold,2,2,W,80,3665,45.81,3665,45.81,Norte,1/30/2019
COSTANERA HUAYQUIQUE I,23,2304,Available,3,2,SW,98,5227,53.34,5227,53.34,Norte,10/28/2022 11:56
GRAN PACIFICO IV,23,2301,Available,2,2,NW,60,3783,63.05,3783,63.05,Santiago,5/17/2022 11:55
GRAN PACIFICO IV,23,2302,Available,1,1,W,44,3370,76.59,3370,76.59,Santiago,5/10/2022 13:09
GRAN PACIFICO IV,23,2303,Available,2,2,SW,60,3620,60.33,3620,60.33,Santiago,5/17/2022 11:55
GRAN PACIFICO IV,23,2304,Available,4,3,SE,97,5848,60.29,5848,60.29,Santiago,5/4/2022 22:11
GRAN PACIFICO IV,23,2305,Available,4,3,NE,97,6011,61.97,6011,61.97,Santiago,3/9/2022 16:24
MIRADOR DE LA RECOLETA,23,2301,Sold,3,2,NW,78,3598,46.13,3598,46.13,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,23,2302,Sold,2,2,N,60,2745,45.75,2745,45.75,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,23,2303,Sold,1,1,N,40,1840,46,1840,46,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,23,2304,Sold,2,2,N,60,2948,49.13,2948,49.13,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,23,2305,Sold,3,2,NE,78,3830,49.1,3830,49.1,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,23,2306,Sold,3,2,SE,78,3850,49.36,3850,49.36,Santiago,8/31/2019
MIRADOR DE LA RECOLETA,23,2307,Sold,2,2,S,49,2346,47.88,2346,47.88,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,23,2308,Sold,2,2,S,59,2722,46.14,2722,46.14,Santiago,1/15/2019
MIRADOR DE LA RECOLETA,23,2309,Sold,3,2,SW,78,3750,48.08,3750,48.08,Santiago,11/20/2019
VISTA PACIFICO,23,2301,Available,4,4,N,133,9263,69.65,,,Norte,
VISTA PACIFICO,23,2302,Available,4,3,NW,147,11446,77.86,11446,77.86,Norte,3/24/2022 15:27
VISTA PACIFICO,23,2303,Available,4,3,SW,147,10787,73.38,,,Norte,
VISTA PACIFICO,23,2304,Available,4,4,S,133,8796,66.14,,,Norte,
VISTA PACIFICO,23,2305,Available,4,4,SE,146,10370,71.03,,,Norte,
VISTA PACIFICO,23,2306,Available,4,4,NE,146,10125,69.35,,,Norte,
ARQ. SAN MIGUEL,22,2201,Sold,3,2,NW,87,4050,46.55,4050,46.55,Santiago,2/27/2019
ARQ. SAN MIGUEL,22,2202,Sold,3,2,NE,87,3573,41.07,3573,41.07,Santiago,2/27/2019
ARQ. SAN MIGUEL,22,2203,Sold,2,2,E,73,3600,49.32,3600,49.32,Santiago,2/22/2021
ARQ. SAN MIGUEL,22,2204,Sold,3,2,SE,87,4050,46.55,4050,46.55,Santiago,2/27/2019
ARQ. SAN MIGUEL,22,2205,Sold,3,2,SW,87,3901,44.84,3901,44.84,Santiago,2/27/2019
ARQ. SAN MIGUEL,22,2206,Sold,2,2,W,73,2803,38.4,2803,38.4,Santiago,2/27/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,22,2201,Available,4,3,SE,99,6804,68.73,6804,68.73,Santiago,10/5/2022 17:00
CONDOMINIO GRAN PACIFICIO TORRE 4,22,2202,Available,2,2,SW,60,4554,75.9,4554,75.9,Santiago,11/1/2022 13:45
CONDOMINIO GRAN PACIFICIO TORRE 4,22,2203,Available,4,3,NW,105,7630,72.67,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,22,2204,Available,4,3,NE,99,6804,68.73,,,Santiago,
CONDOMINIO GRAN PACÍFICO TORRE 2,22,2201,Sold,3,2,SW,92,4691,50.99,4691,50.99,Norte,5/19/2020
CONDOMINIO GRAN PACÍFICO TORRE 2,22,2202,Sold,3,2,NW,92,4900,53.26,4900,53.26,Norte,1/18/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,22,2203,Sold,3,2,NE,90,4687,52.08,4687,52.08,Norte,11/8/2021
CONDOMINIO GRAN PACÍFICO TORRE 2,22,2204,Available,3,2,SE,90,4934,54.82,4934,54.82,Norte,8/3/2022 12:19
CONDOMINIO GRAN PACÍFICO TORRE 3,22,2201,Available,3,2,SW,88,5941,67.51,5941,67.51,Norte,11/1/2022 13:32
CONDOMINIO GRAN PACÍFICO TORRE 3,22,2202,Sold,3,2,NW,88,5009,56.92,5009,56.92,Norte,2/15/2021
CONDOMINIO GRAN PACÍFICO TORRE 3,22,2203,Available,3,2,NE,87,5941,68.29,5941,68.29,Norte,5/23/2022 11:04
CONDOMINIO GRAN PACÍFICO TORRE 3,22,2204,Available,3,2,SE,87,5941,68.29,5941,68.29,Norte,5/23/2022 11:04
COSTANERA HUAYQUIQUE ETAPA II,22,2201,Sold,3,2,NENW,99,4757,48.05,4757,48.05,Norte,2/22/2021
COSTANERA HUAYQUIQUE ETAPA II,22,2202,Sold,3,2,W,91,4836,53.14,4836,53.14,Norte,11/16/2021
COSTANERA HUAYQUIQUE ETAPA II,22,2203,Available,3,2,W,91,5810,63.85,5810,63.85,Norte,10/2/2022 2:05
COSTANERA HUAYQUIQUE ETAPA II,22,2204,Sold,4,3,SESW,115,5487,47.71,5487,47.71,Norte,3/23/2021
COSTANERA HUAYQUIQUE ETAPA II,22,2205,Available,1,1,E,42,2981,70.98,2981,70.98,Norte,10/18/2022 11:49
COSTANERA HUAYQUIQUE I,22,2201,Sold,3,2,NW,98,4705,48.01,4705,48.01,Norte,11/4/2019
COSTANERA HUAYQUIQUE I,22,2202,Sold,2,2,W,80,3340,41.75,3340,41.75,Norte,1/30/2019
COSTANERA HUAYQUIQUE I,22,2203,Sold,2,2,W,80,3750,46.88,3750,46.88,Norte,1/30/2019
COSTANERA HUAYQUIQUE I,22,2204,Sold,3,2,SW,98,4757,48.54,4757,48.54,Norte,5/10/2021
GRAN PACIFICO IV,22,2201,Available,2,2,NW,60,3804,63.4,3804,63.4,Santiago,2/13/2020 22:56
GRAN PACIFICO IV,22,2202,Available,1,1,W,44,3370,76.59,3370,76.59,Santiago,2/19/2022 13:45
GRAN PACIFICO IV,22,2203,Available,2,2,SW,60,3641,60.68,,,Santiago,
GRAN PACIFICO IV,22,2204,Available,4,3,SE,97,5870,60.52,5870,60.52,Santiago,2/22/2020 22:53
GRAN PACIFICO IV,22,2205,Available,4,3,NE,97,6033,62.2,6033,62.2,Santiago,2/19/2022 11:21
MIRADOR DE LA RECOLETA,22,2201,Sold,3,2,NW,78,3529,45.24,3529,45.24,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,22,2202,Sold,2,2,N,60,2745,45.75,2745,45.75,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,22,2203,Sold,1,1,N,40,1813,45.33,1813,45.33,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,22,2204,Sold,2,2,N,60,2948,49.13,2948,49.13,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,22,2205,Sold,3,2,NE,78,3997,51.24,3997,51.24,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,22,2206,Sold,3,2,SE,78,3856,49.44,3856,49.44,Santiago,1/14/2019
MIRADOR DE LA RECOLETA,22,2207,Sold,2,2,S,49,2195,44.8,2195,44.8,Santiago,1/14/2019
