Project  Name,Floor,product_id,Status ,Bedrooms,Bathrooms,View Orientation,Size per m sqaured,Initial Price (posted) in UF Chileno,Initial Price per m squared,Sold Price in UF Chileno,Sold Price per m squared,Region,Date
COSTANERA HUAYQUIQUE I,5,504,Sold,3,2,SW,98,4700,47.96,4700,47.96,Norte,1/24/2019
EDIFICIO CALICHE,5,501,Sold,3,2,NS,100,4945,49.45,4945,49.45,Santiago,12/13/2018
EDIFICIO CALICHE,5,502,Sold,1,1,NS,38,2351,61.87,2351,61.87,Santiago,12/13/2018
EDIFICIO CALICHE,5,503,Sold,2,2,W,43,2767,64.35,2767,64.35,Santiago,7/15/2019
EDIFICIO CALICHE,5,504,Sold,3,2,SW,89,4640,52.13,4640,52.13,Santiago,5/28/2019
EDIFICIO CALICHE,5,505,Sold,2,2,N,50,2714,54.28,2714,54.28,Santiago,12/13/2018
EDIFICIO CALICHE,5,508,Sold,2,2,NE,44,2530,57.5,2530,57.5,Santiago,12/13/2018
EDIFICIO CALICHE,5,509,Sold,2,2,SE,47,2921,62.15,2921,62.15,Santiago,1/2/2019
EDIFICIO CURIÑANCA,5,502,Sold,2,2,W,50,2976,59.52,2976,59.52,Santiago,6/8/2020
EDIFICIO CURIÑANCA,5,503,Sold,2,1,W,41,2660,64.88,2660,64.88,Santiago,8/25/2020
EDIFICIO CURIÑANCA,5,504,Available,3,2,WNE,72,4716,65.5,4716,65.5,Santiago,10/1/2022 7:37
EDIFICIO CURIÑANCA,5,505,Sold,2,2,E,58,3418,58.93,3418,58.93,Santiago,2/4/2021
EDIFICIO CURIÑANCA,5,506,Sold,2,1,E,45,3013,66.96,3013,66.96,Santiago,1/11/2021
EDIFICIO CURIÑANCA,5,507,Sold,2,2,E,58,3166,54.59,3166,54.59,Santiago,7/3/2020
EDIFICIO DAVID ARELLANO,5,501,Available,1,1,W,33,2597,78.7,2597,78.7,Santiago,11/1/2022 15:42
EDIFICIO DAVID ARELLANO,5,502,Available,2,2,N,57,3567,62.58,3567,62.58,Santiago,10/20/2022 19:17
EDIFICIO DAVID ARELLANO,5,503,Available,2,2,N,57,3440,60.35,3440,60.35,Santiago,10/18/2022 13:36
EDIFICIO DAVID ARELLANO,5,504,Available,2,2,N,66,3856,58.42,3856,58.42,Santiago,8/10/2022 14:39
EDIFICIO DAVID ARELLANO,5,505,Promised,2,2,NE,63,3650,57.94,3650,57.94,Santiago,5/12/2022 23:59
EDIFICIO DAVID ARELLANO,5,506,Available,2,2,SE,53,3060,57.74,3060,57.74,Santiago,10/24/2022 16:22
EDIFICIO DAVID ARELLANO,5,507,Available,1,1,S,34,2781,81.79,2781,81.79,Santiago,6/24/2022 23:49
EDIFICIO DAVID ARELLANO,5,508,Available,2,2,SE,55,3737,67.95,3737,67.95,Santiago,10/18/2022 13:23
EDIFICIO DAVID ARELLANO,5,509,Available,3,2,SW,64,4568,71.38,4568,71.38,Santiago,10/27/2022 15:31
EDIFICIO DE LA RECOLETA URBANO,5,501,Sold,1,1,W,35,1263,36.09,1263,36.09,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,502,Sold,1,1,W,35,1750,50,1750,50,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,503,Sold,2,2,NW,65,2300,35.38,2300,35.38,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,504,Sold,2,2,NE,64,2400,37.5,2400,37.5,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,505,Sold,1,1,E,24,980,40.83,980,40.83,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,506,Sold,1,1,E,35,1328,37.94,1328,37.94,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,507,Sold,1,1,E,35,1263,36.09,1263,36.09,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,508,Sold,1,1,E,35,1809,51.69,1809,51.69,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,509,Sold,1,1,E,35,1342,38.34,1342,38.34,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,510,Sold,2,2,SE,59,2761,46.8,2761,46.8,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,5,511,Sold,2,2,S,60,2188,36.47,2188,36.47,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,5,512,Sold,2,2,S,57,1880,32.98,1880,32.98,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,5,513,Sold,2,2,S,59,2025,34.32,2025,34.32,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,5,514,Sold,2,2,N,59,2712,45.97,2712,45.97,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,5,515,Sold,2,2,N,57,1910,33.51,1910,33.51,Santiago,3/12/2019
EDIFICIO EL CONQUISTADOR,5,501,Sold,2,2,E,63,3180,50.48,3180,50.48,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,502,Sold,1,1,E,29,1562,53.86,1562,53.86,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,503,Sold,1,1,W,29,1541,53.14,1541,53.14,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,504,Sold,2,2,W,61,2754,45.15,2754,45.15,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,505,Sold,2,2,W,61,2816,46.16,2816,46.16,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,506,Sold,2,1,SW,59,2660,45.08,2660,45.08,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,507,Sold,1,1,S,44,2042,46.41,2042,46.41,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,508,Sold,1,1,S,48,2650,55.21,2650,55.21,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,509,Sold,1,1,S,27,1658,61.41,1658,61.41,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,510,Sold,1,1,S,27,1590,58.89,1590,58.89,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,511,Sold,1,1,S,27,1642,60.81,1642,60.81,Santiago,5/6/2019
EDIFICIO EL CONQUISTADOR,5,512,Sold,1,1,S,27,1485,55,1485,55,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,513,Sold,1,1,W,42,1950,46.43,1950,46.43,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,514,Sold,1,1,E,48,2226,46.38,2226,46.38,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,515,Sold,1,1,N,29,1581,54.52,1581,54.52,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,516,Sold,1,1,N,29,1635,56.38,1635,56.38,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,517,Sold,1,1,N,29,1680,57.93,1680,57.93,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,518,Sold,1,1,N,29,1640,56.55,1640,56.55,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,5,519,Sold,1,1,N,51,2314,45.37,2314,45.37,Santiago,1/21/2019
EDIFICIO INES DE SUAREZ,5,501,Sold,3,2,NE,73,4400,60.27,4400,60.27,Santiago,8/31/2021
EDIFICIO INES DE SUAREZ,5,502,Sold,2,1,N,48,2610,54.38,2610,54.38,Santiago,3/6/2019
EDIFICIO INES DE SUAREZ,5,503,Sold,2,1,N,48,2975,61.98,2975,61.98,Santiago,9/7/2021
EDIFICIO INES DE SUAREZ,5,504,Sold,2,2,N,51,2910,57.06,2910,57.06,Santiago,7/25/2019
EDIFICIO INES DE SUAREZ,5,505,Reserved,3,2,NW,70,3980,56.86,3980,56.86,Santiago,9/27/2022 18:28
EDIFICIO INES DE SUAREZ,5,506,Sold,3,2,SW,70,3960,56.57,3960,56.57,Santiago,3/5/2021
EDIFICIO INES DE SUAREZ,5,507,Sold,2,2,S,51,2746,53.84,2746,53.84,Santiago,6/8/2020
EDIFICIO INES DE SUAREZ,5,508,Sold,2,1,S,49,2731,55.73,2731,55.73,Santiago,9/5/2019
EDIFICIO INES DE SUAREZ,5,509,Sold,2,1,S,49,3300,67.35,3300,67.35,Santiago,3/21/2022
EDIFICIO INES DE SUAREZ,5,510,Available,3,2,SE,73,4433,60.73,4433,60.73,Santiago,6/23/2022 13:19
EDIFICIO PARQUE HIPODROMO,5,507,Available,3,2,SW,70,5209,74.41,5209,74.41,Santiago,10/1/2022 16:33
EDIFICIO PARQUE HIPODROMO,5,508,Sold,2,2,W,58,3528,60.83,3528,60.83,Santiago,12/1/2021
EDIFICIO PARQUE HIPODROMO,5,509,Sold,3,2,NW,70,3907,55.81,3907,55.81,Santiago,10/7/2020
EDIFICIO SAN CRISTÓBAL,5,501,Available,3,2,SW,82,5000,60.98,5000,60.98,Santiago,10/24/2022 12:20
EDIFICIO SAN CRISTÓBAL,5,502,Promised,3,2,SE,81,4714,58.2,4714,58.2,Santiago,1/4/2021 23:59
EDIFICIO SAN CRISTÓBAL,5,503,Available,1,1,E,30,2304,76.8,2304,76.8,Santiago,3/15/2022 16:02
EDIFICIO SAN CRISTÓBAL,5,504,Available,1,1,E,30,2356,78.53,2356,78.53,Santiago,10/26/2022 18:20
EDIFICIO SAN CRISTÓBAL,5,505,Available,3,2,NE,73,4794,65.67,4794,65.67,Santiago,9/4/2022 19:14
EDIFICIO SAN CRISTÓBAL,5,506,Available,3,2,NW,82,4825,58.84,4825,58.84,Santiago,10/23/2022 16:36
EDIFICIO SAN IGNACIO,5,501,Sold,2,2,NE,64,3427,53.55,3427,53.55,Santiago,1/16/2019
EDIFICIO SAN IGNACIO,5,502,Sold,2,1,N,49,2685,54.8,2685,54.8,Santiago,1/3/2019
EDIFICIO SAN IGNACIO,5,503,Sold,2,2,N,56,3031,54.13,3031,54.13,Santiago,4/8/2019
EDIFICIO SAN IGNACIO,5,504,Sold,2,2,NW,64,3253,50.83,3253,50.83,Santiago,3/18/2019
EDIFICIO SAN IGNACIO,5,505,Sold,2,2,SW,64,3191,49.86,3191,49.86,Santiago,2/8/2019
EDIFICIO SAN IGNACIO,5,506,Sold,2,2,S,55,2865,52.09,2865,52.09,Santiago,1/3/2019
EDIFICIO SAN IGNACIO,5,507,Sold,2,1,S,47,2980,63.4,2980,63.4,Santiago,4/30/2019
EDIFICIO SAN IGNACIO,5,508,Sold,2,2,SE,64,3374,52.72,3374,52.72,Santiago,3/4/2019
EdificioTerraza Vivaceta,5,501,Available,3,2,NE,70,4897,69.96,4897,69.96,Santiago,10/11/2022 16:53
EdificioTerraza Vivaceta,5,502,Available,2,1,N,50,3505,70.1,3505,70.1,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,5,503,Available,2,1,N,50,3505,70.1,3505,70.1,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,5,504,Available,2,1,N,49,3505,71.53,3505,71.53,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,5,505,Available,2,1,N,49,3505,71.53,3505,71.53,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,5,506,Available,2,1,N,50,3505,70.1,3505,70.1,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,5,507,Available,2,1,N,50,3505,70.1,3505,70.1,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,5,508,Available,2,1,N,55,3727,67.76,3727,67.76,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,5,509,Available,2,2,N,64,4155,64.92,4155,64.92,Santiago,8/17/2022 11:56
EdificioTerraza Vivaceta,5,510,Available,2,2,S,64,4155,64.92,4155,64.92,Santiago,7/13/2022 14:40
EdificioTerraza Vivaceta,5,511,Available,2,1,S,55,3933,71.51,3933,71.51,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,5,512,Available,2,1,S,48,3835,79.9,3835,79.9,Santiago,10/14/2022 11:54
EdificioTerraza Vivaceta,5,513,Available,2,2,S,57,3969,69.63,3969,69.63,Santiago,9/21/2022 13:39
EdificioTerraza Vivaceta,5,514,Available,2,2,S,57,3969,69.63,3969,69.63,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,5,515,Available,2,2,S,57,3969,69.63,3969,69.63,Santiago,10/10/2022 16:20
EdificioTerraza Vivaceta,5,516,Available,2,2,S,57,3969,69.63,3969,69.63,Santiago,7/15/2022 12:01
EdificioTerraza Vivaceta,5,517,Available,2,2,S,57,3850,67.54,3850,67.54,Santiago,8/4/2022 17:19
EdificioTerraza Vivaceta,5,518,Available,3,2,SE,70,4897,69.96,4897,69.96,Santiago,10/14/2022 12:04
GRAN PACIFICO IV,5,501,Available,2,2,NW,60,3870,64.5,3870,64.5,Santiago,5/22/2022 3:32
GRAN PACIFICO IV,5,502,Available,1,1,W,44,3304,75.09,3304,75.09,Santiago,9/27/2021 21:49
GRAN PACIFICO IV,5,503,Available,2,2,SW,60,3707,61.78,3707,61.78,Santiago,5/3/2022 16:07
GRAN PACIFICO IV,5,504,Available,4,3,SE,97,5935,61.19,5935,61.19,Santiago,3/11/2020 8:40
GRAN PACIFICO IV,5,505,Available,4,3,NE,97,6098,62.87,6098,62.87,Santiago,9/13/2021 18:49
MIRADOR DE LA RECOLETA,5,501,Sold,3,2,NW,78,2895,37.12,2895,37.12,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,502,Sold,2,2,N,60,2745,45.75,2745,45.75,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,503,Sold,1,1,N,40,2200,55,2200,55,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,504,Sold,2,2,N,60,2948,49.13,2948,49.13,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,505,Sold,3,2,NE,78,3949,50.63,3949,50.63,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,506,Sold,3,2,SE,78,2853,36.58,2853,36.58,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,507,Sold,2,2,S,49,2470,50.41,2470,50.41,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,508,Sold,2,2,S,59,2760,46.78,2760,46.78,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,5,509,Sold,3,2,SW,78,3556,45.59,3556,45.59,Santiago,12/28/2018
VISTA PACIFICO,5,501,Available,4,4,N,133,9641,72.49,9641,72.49,Norte,4/4/2022 13:02
VISTA PACIFICO,5,502,Available,4,3,NW,147,11423,77.71,11423,77.71,Norte,4/7/2022 12:53
VISTA PACIFICO,5,503,Available,4,3,SW,147,10669,72.58,10669,72.58,Norte,3/16/2022 15:32
VISTA PACIFICO,5,504,Available,4,4,S,133,9158,68.86,9158,68.86,Norte,3/31/2022 18:03
VISTA PACIFICO,5,505,Available,4,4,SE,145,10252,70.7,10252,70.7,Norte,3/19/2022 10:50
VISTA PACIFICO,5,506,Available,4,4,NE,146,10480,71.78,10480,71.78,Norte,3/10/2022 13:50
ARQ. SAN MIGUEL,4,401,Sold,2,2,NW,80,2597,32.46,2597,32.46,Santiago,2/6/2019
ARQ. SAN MIGUEL,4,402,Sold,2,2,NE,80,2788,34.85,2788,34.85,Santiago,2/6/2019
ARQ. SAN MIGUEL,4,403,Sold,2,2,E,73,2800,38.36,2800,38.36,Santiago,2/13/2019
ARQ. SAN MIGUEL,4,404,Sold,2,2,SE,80,2316,28.95,2316,28.95,Santiago,2/13/2019
ARQ. SAN MIGUEL,4,405,Sold,2,2,SW,80,2341,29.26,2341,29.26,Santiago,2/13/2019
ARQ. SAN MIGUEL,4,406,Sold,2,2,W,73,2253,30.86,2253,30.86,Santiago,2/13/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,4,401,Available,4,3,SE,99,6413,64.78,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,4,402,Available,2,2,SW,60,4163,69.38,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,4,403,Available,4,3,NW,105,7239,68.94,7239,68.94,Santiago,10/5/2022 17:21
CONDOMINIO GRAN PACIFICIO TORRE 4,4,404,Available,4,3,NE,99,6413,64.78,6413,64.78,Santiago,9/21/2022 16:31
CONDOMINIO GRAN PACÍFICO TORRE 2,4,401,Sold,3,2,SW,92,4290,46.63,4290,46.63,Norte,9/20/2021
CONDOMINIO GRAN PACÍFICO TORRE 2,4,402,Sold,3,2,NW,92,4300,46.74,4300,46.74,Norte,8/2/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,4,403,Sold,3,2,NE,90,4527,50.3,4527,50.3,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,4,404,Sold,3,2,SE,90,4245,47.17,4245,47.17,Norte,2/10/2020
CONDOMINIO GRAN PACÍFICO TORRE 3,4,401,Available,3,2,SW,88,5635,64.03,5635,64.03,Norte,9/16/2022 17:01
CONDOMINIO GRAN PACÍFICO TORRE 3,4,402,Available,3,2,NW,88,5986,68.02,5986,68.02,Norte,11/1/2022 13:00
CONDOMINIO GRAN PACÍFICO TORRE 3,4,403,Available,3,2,NE,87,5549,63.78,5549,63.78,Norte,11/1/2022 13:47
CONDOMINIO GRAN PACÍFICO TORRE 3,4,404,Available,3,2,SE,87,5549,63.78,5549,63.78,Norte,10/14/2022 4:55
COSTANERA HUAYQUIQUE ETAPA II,4,401,Available,3,2,NENW,99,6326,63.9,6326,63.9,Norte,10/31/2022 13:13
COSTANERA HUAYQUIQUE ETAPA II,4,402,Sold,3,2,W,91,4952,54.42,4952,54.42,Norte,8/10/2021
COSTANERA HUAYQUIQUE ETAPA II,4,403,Available,3,2,W,91,5713,62.78,5713,62.78,Norte,10/29/2022 11:27
COSTANERA HUAYQUIQUE ETAPA II,4,404,Sold,4,3,SESW,115,5817,50.58,5817,50.58,Norte,3/1/2022
COSTANERA HUAYQUIQUE ETAPA II,4,405,Sold,1,1,E,42,2180,51.9,2180,51.9,Norte,6/3/2021
COSTANERA HUAYQUIQUE I,4,401,Sold,3,2,NW,98,3312,33.8,3312,33.8,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,4,402,Sold,2,2,W,80,3806,47.58,3806,47.58,Norte,3/16/2021
COSTANERA HUAYQUIQUE I,4,403,Sold,2,2,W,80,3806,47.58,3806,47.58,Norte,5/17/2021
COSTANERA HUAYQUIQUE I,4,404,Sold,3,2,SW,98,3150,32.14,3150,32.14,Norte,1/24/2019
EDIFICIO CALICHE,4,202,Sold,1,1,NS,77,4460,57.92,4460,57.92,Santiago,10/5/2021
EDIFICIO CALICHE,4,205,Sold,2,2,N,103,5400,52.43,5400,52.43,Santiago,10/5/2021
EDIFICIO CALICHE,4,401,Sold,3,2,NS,100,4985,49.85,4985,49.85,Santiago,12/13/2018
EDIFICIO CALICHE,4,402,Sold,1,1,NS,38,2310,60.79,2310,60.79,Santiago,12/13/2018
EDIFICIO CALICHE,4,403,Sold,2,2,W,43,2685,62.44,2685,62.44,Santiago,3/19/2019
EDIFICIO CALICHE,4,404,Sold,3,2,SW,89,4640,52.13,4640,52.13,Santiago,4/22/2019
EDIFICIO CALICHE,4,405,Sold,2,2,N,50,2720,54.4,2720,54.4,Santiago,12/13/2018
EDIFICIO CALICHE,4,408,Sold,2,2,NE,44,2633,59.84,2633,59.84,Santiago,3/8/2019
EDIFICIO CALICHE,4,409,Sold,2,2,SE,47,2720,57.87,2720,57.87,Santiago,12/13/2018
EDIFICIO CURIÑANCA,4,401,Sold,3,2,WSE,72,4064,56.44,4064,56.44,Santiago,5/31/2019
EDIFICIO CURIÑANCA,4,402,Sold,2,2,W,50,3000,60,3000,60,Santiago,3/16/2021
EDIFICIO CURIÑANCA,4,403,Sold,2,1,W,41,2801,68.32,2801,68.32,Santiago,10/29/2020
EDIFICIO CURIÑANCA,4,404,Sold,3,2,WNE,72,4144,57.56,4144,57.56,Santiago,12/9/2019
EDIFICIO CURIÑANCA,4,405,Sold,2,2,E,58,3177,54.78,3177,54.78,Santiago,6/18/2020
EDIFICIO CURIÑANCA,4,406,Sold,2,1,E,45,2860,63.56,2860,63.56,Santiago,5/19/2020
EDIFICIO CURIÑANCA,4,407,Sold,2,2,E,58,3156,54.41,3156,54.41,Santiago,7/21/2020
EDIFICIO DAVID ARELLANO,4,401,Available,1,1,W,33,2635,79.85,2635,79.85,Santiago,10/12/2022 13:22
EDIFICIO DAVID ARELLANO,4,402,Available,2,2,N,57,3440,60.35,3440,60.35,Santiago,10/23/2022 15:34
EDIFICIO DAVID ARELLANO,4,403,Available,2,2,N,57,3526,61.86,3526,61.86,Santiago,10/24/2022 15:50
EDIFICIO DAVID ARELLANO,4,404,Available,2,2,N,66,3835,58.11,3835,58.11,Santiago,10/24/2022 16:23
EDIFICIO DAVID ARELLANO,4,405,Available,2,2,NE,63,3670,58.25,3670,58.25,Santiago,11/1/2022 15:32
EDIFICIO DAVID ARELLANO,4,406,Promised,2,2,SE,53,3040,57.36,3040,57.36,Santiago,4/5/2022 23:59
EDIFICIO DAVID ARELLANO,4,407,Available,1,1,S,34,2658,78.18,2658,78.18,Santiago,10/23/2022 15:34
EDIFICIO DAVID ARELLANO,4,408,Available,2,2,SE,55,3684,66.98,3684,66.98,Santiago,10/24/2022 12:08
EDIFICIO DAVID ARELLANO,4,409,Available,3,2,SW,64,4537,70.89,4537,70.89,Santiago,11/1/2022 12:56
EDIFICIO DE LA RECOLETA URBANO,4,401,Sold,1,1,W,35,1260,36,1260,36,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,402,Sold,1,1,W,35,1750,50,1750,50,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,403,Sold,2,2,NW,65,2550,39.23,2550,39.23,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,404,Sold,2,2,NE,64,2800,43.75,2800,43.75,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,405,Sold,1,1,E,24,1000,41.67,1000,41.67,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,406,Sold,1,1,E,35,1300,37.14,1300,37.14,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,407,Sold,1,1,E,35,1267,36.2,1267,36.2,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,408,Sold,1,1,E,35,1350,38.57,1350,38.57,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,409,Sold,1,1,E,35,1370,39.14,1370,39.14,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,410,Sold,2,2,SE,59,2608,44.2,2608,44.2,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,411,Sold,2,2,S,60,3055,50.92,3055,50.92,Santiago,3/16/2021
EDIFICIO DE LA RECOLETA URBANO,4,412,Sold,2,2,S,57,1902,33.37,1902,33.37,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,413,Sold,2,2,S,59,1942,32.92,1942,32.92,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,414,Sold,2,2,N,59,2019,34.22,2019,34.22,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,4,415,Sold,2,2,N,57,2610,45.79,2610,45.79,Santiago,12/27/2018
EDIFICIO EL CONQUISTADOR,4,401,Sold,2,2,E,63,3221,51.13,3221,51.13,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,402,Sold,1,1,E,29,1552,53.52,1552,53.52,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,403,Sold,1,1,W,29,1510,52.07,1510,52.07,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,404,Sold,2,2,W,61,2908,47.67,2908,47.67,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,405,Sold,2,2,W,61,2990,49.02,2990,49.02,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,406,Sold,2,1,SW,59,2673,45.31,2673,45.31,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,407,Sold,1,1,S,44,1939,44.07,1939,44.07,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,408,Sold,1,1,S,48,2197,45.77,2197,45.77,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,409,Sold,1,1,S,27,1630,60.37,1630,60.37,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,410,Sold,1,1,S,27,1581,58.56,1581,58.56,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,411,Sold,1,1,S,27,1597,59.15,1597,59.15,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,412,Sold,1,1,S,27,1475,54.63,1475,54.63,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,413,Sold,1,1,W,42,1862,44.33,1862,44.33,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,414,Sold,1,1,E,48,2292,47.75,2292,47.75,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,415,Sold,1,1,N,29,1570,54.14,1570,54.14,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,416,Sold,1,1,N,29,1576,54.34,1576,54.34,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,417,Sold,1,1,N,29,1670,57.59,1670,57.59,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,418,Sold,1,1,N,29,1630,56.21,1630,56.21,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,4,419,Sold,1,1,N,51,2305,45.2,2305,45.2,Santiago,1/21/2019
EDIFICIO INES DE SUAREZ,4,401,Sold,3,2,NE,73,4155,56.92,4155,56.92,Santiago,11/28/2019
EDIFICIO INES DE SUAREZ,4,402,Sold,2,1,N,48,2685,55.94,2685,55.94,Santiago,3/18/2019
EDIFICIO INES DE SUAREZ,4,403,Sold,2,1,N,48,3132,65.25,3132,65.25,Santiago,9/7/2021
EDIFICIO INES DE SUAREZ,4,404,Sold,2,2,N,51,2840,55.69,2840,55.69,Santiago,4/30/2019
EDIFICIO INES DE SUAREZ,4,405,Sold,3,2,NW,70,3880,55.43,3880,55.43,Santiago,8/10/2021
EDIFICIO INES DE SUAREZ,4,406,Sold,3,2,SW,70,3967,56.67,3967,56.67,Santiago,12/27/2019
EDIFICIO INES DE SUAREZ,4,407,Sold,2,2,S,51,2650,51.96,2650,51.96,Santiago,12/6/2019
EDIFICIO INES DE SUAREZ,4,408,Sold,2,1,S,49,2676,54.61,2676,54.61,Santiago,9/16/2019
EDIFICIO INES DE SUAREZ,4,409,Sold,2,1,S,49,2649,54.06,2649,54.06,Santiago,9/11/2019
EDIFICIO INES DE SUAREZ,4,410,Available,3,2,SE,73,4381,60.01,4381,60.01,Santiago,7/14/2022 13:55
EDIFICIO PARQUE HIPODROMO,4,406,Sold,1,1,S,27,1980,73.33,1980,73.33,Santiago,8/10/2021
EDIFICIO PARQUE HIPODROMO,4,407,Reserved,3,2,SW,70,3842,54.89,3842,54.89,Santiago,10/29/2022 13:32
EDIFICIO PARQUE HIPODROMO,4,408,Available,2,2,W,58,4015,69.22,4015,69.22,Santiago,11/1/2022 12:31
EDIFICIO PARQUE HIPODROMO,4,409,Available,3,2,NW,70,5122,73.17,5122,73.17,Santiago,7/20/2022 12:46
EDIFICIO PARQUE HIPODROMO,4,411,Sold,1,1,N,27,1980,73.33,1980,73.33,Santiago,4/22/2021
EDIFICIO SAN CRISTÓBAL,4,401,Available,3,2,SW,82,4979,60.72,4979,60.72,Santiago,8/3/2022 12:20
EDIFICIO SAN CRISTÓBAL,4,402,Promised,3,2,SE,81,4989,61.59,4989,61.59,Santiago,6/7/2021 23:59
EDIFICIO SAN CRISTÓBAL,4,403,Promised,1,1,E,30,2210,73.67,2210,73.67,Santiago,9/17/2020 23:59
